Verse,Line,Lemma,Witness,Source,Ed. Comment,Gen. Comment,Second R.,Witness,Source,Comment,Third R.,Witness,Source,Comment,Fourth R.,Witness,Source,Comment,Fifth R.,Witness,Source,Comment,,,,,,,,,,,,,
476,,quam si,F ∆ Q Pb ,,,,quasi,Pa Pc E Y W,,,quasi,Pbh1,,fort.,loc. om.,N U ,,,,,,,,,,,,,,,,,,,
477,,et,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,ideo,F ∆ Pc ,,,,ideoque,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,quia,F ∆ Pc γ W ,,,,quia petit,τ [Γ ],,,quia peti,N U ,,,,,,,,,,,,,,,,,,,,,,,
479,,in,F ∆ º ,,,,ut,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,etiam,Σ ,,,,etiam in necessitate,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,muros ascendere,F ∆ Pa Pc γ W ,,,,malos ascendere,Q [Γ ],,,malos abscedere,N U ,,,,,,,,,,,,,,,,,,,,,,,
479,,de muris,F ∆ Pa Pc γ W ,,,,de mulis,Q [Γ ],,,emuli,N U ,,,,,,,,,,,,,,,,,,,,,,,
479,,VIRVM,F ∆ º ,,,,utrum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,eam(1),,Thilo,,,ea,T ,,,a,F ,,,,,,,,,,,,,,,,,,,,,,,
480,,accidisset,T ,,,,accedisset,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,Euryali,Σ ,,,,Euryale,F ,,(quasi lemma),euryalis,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,
481,,nam,F ∆ γ σ ,,,,cum,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,positas,Σ ,,,,positus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,a qualitate,Σ ,,,,aequalitate,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,meae reqvies,F ,,,,meae r.,∆Pa Pc ,,,me earum,Q [Γ ],,,,,,,,,,,,,,,,,,,,,,,
482,,sera et sola,Σ,,codd. P et b Vergilii,,sola et sera,F,,codd. MRω Vergilii Serv. ad loc.,,,,,,,,,,,,,,,,,,,,,,,,,
482,,voluptas,Σ,Verg.,,,voluntas,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,qui,Σ ,,,,cum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,linquere,F Γ ,,,,linquere solam,∆ γ ,,,liquere,N ,,,relinquere,Pc ,,,,,,,,,,,,,,,,,,,
483,,ingenti,,Verg.,,,iungenti,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,extremis,Σ,,codd. MPh1 Vergilii,,extremum,F Ah2,,codd. Ph2 Rω Vergilii,extremum. m. d. c.,Pa Pc,,,extrema,γ,codd. dt Vergilii,,,,,,,,,,,,,,,,,,
484,,positum,F Σ ,,,,positus,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,quin,F Σ ,,,,tum,,Ter.,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,loquimini ... Antipho,Σ ,,,,loqui cuntifo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,funerea,F Σ ,,,,funera,Pa W ,,,funerae,Pc ,,,,,,,,,,,,,,,,,,,,,,,
486,,pertinet(1),Σ ,,,,pertinebat,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,nam(2),Σ ,,,,nam et,F ,,,om.,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,
486,,ut et,F ∆ Pa Pc ,,,,et ut,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,planctus,F ∆ Pa Pc γ N ,,,,plautus,Q ,,,plactus,W ,,,genits,Ah2 ,,ss. (genetivus scil. ),,,,,,,,,,,,,,,,,
486,,principes,Σ ,,,,principis,F Pch1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,funereas,F ∆ Pc Eh2 Pb Y Wh2 N ,,,,funeras,Ah1 Q W U ,,,funeres,Pa ,,,funeseas,E ,,,,,,,,,,,,,,,,,,,
486,,derivavit,T ,,,,deridavit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,funeram,T ,,,,funeneram,F,,antiquus commentator fort. ‘funera’ scripsit,,,,,,,,,,,,,,,,,,,,,,,,,
486,,sicuti,T ,,,,sicutis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,pseudolum,T ,,,,speudolum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,lavarentur,T ,,,,laverentur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,pollinctores,T ,,,,polliciores,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,appareret,T ,,,,apparet,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,FESTINA,,Verg.,,,Funesta,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,ut ab,,Dan.,,,ab,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,Sallustius,,Dan.,,,scdl¯¯,F ,, (¯¯ super litteris dl >,,,,,,,,,,,,,,,,,,,,,,,,,
488,,secundo,,Thilo,dubitanter,,secunda,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,aurigae,,Verg.,,,augurie,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,excussi,Fh2 ,,,,ut excussi,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,cadaver,F ,,,,cadavere,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,si qua pietas in,Δ Pa Pc γ ,,,,sin,F,,,in,Γ ,,,,,,,,,,,,,,,,,,,,,,,
493,,occidendo,Σ ,,,,occidendum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,PRIMAM A. F.,Pa Pc ,,,,PRIMA F.,Σ ,,,primum,F ,,,,,,,,,,,,,,,,,,,,,,,
494,,credit,Δ °,,,,creditum,F ,,,decreditur,Q ,,,credit tum,,Dan.,,,,,,,,,,,,,,,,,,
494,,me primam,Σ ,,,,ne primum,F,,,me prima,γ ,,,,,,,,,,,,,,,,,,,,,,,
496,,DETRVDE ... TELO,γ ,,,,detrude caput,F ,,,d. c. s. t. t.,Σ ,,,,,,,,,,,,,,,,,,,,,,,
496,,et(1),Σ ,,,,est,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,odiosum,F T Δ Pa Pc γ ,,,,ociosum,Q ,,,otiosum,σ ,,,,,,,,,,,,,,,,,,,,,,,
496,,si me,Σ ,,,,sine,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,NEQVEO ... VITAM,γ ,,,,nequeo,F ,,,N. C. A. VITAM,Σ ,,,,,,,,,,,,,,,,,,,,,,,
497,,quod,F Δ Pc γ ,Juv.,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,dignum,F Δ γ σ ,Juv.,,,dignus,τ [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,ut(1),F θ Γ ,,,,aut,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,adverso Marte,Σ ,,,,adversum arte,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,miseratione,T ,,,,mise seratione,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,nominibus,T ,,,,hominibus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,addidit,F ,,,,addit,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,honorifice,F Δ Pa Pc W ,,,,homerice,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,dicit,F Γ ,,,,dicitur,Δ γ,,fort. l. dixit,,,,,,,,,,,,,,,,,,,,,,,,,
502,,iniuriae est,Σ ,,,,iniuria,F ,,,iniuriae,Pa ,,,iniuria est,Pb Y,,,,,,,,,,,,,,,,,,,
502,,tollunt,Σ ,,,,tollunt,F ,,"(mg. dex., post quod (mg. sin.) Corripiunt non iurie est sed celeritatis id est partim tollunt)",,,,,,,,,,,,,,,,,,,,,,,,,
503,,TVBA,F Δ °,,,,tubam,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,SONITVM,F Δ °,,,,sonum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,sequentia ... exprimendum,F Δ Pa Pc γ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,tubae,Σ ,,,,turbae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,taratantara,F Σ ,,,,tharathantarata,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,huius,Σ ,,,,eius,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,invenerit,Σ ,,,,invenit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,electis,F Δ °,,,,eleciis,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,INCREPVIT,F Δ °,,,,Increpunt,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,insonuit,F Σ ,,,,sonuit,N,,(cf. Non.),,,,,,,,,,,,,,,,,,,,,,,,,
504,,segnitiam,Ah2 Γ,,,,signitiam,F ,,,insegnitiam,Δ ,,,,,,,,,,,,,,,,,,,,,,,
505,,non mirum quia,Σ ,,,,nom niram qua,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,uulscos cum,Σ ,,,,vulces cum,Q,,,vulcos cum,N,,,vulscorum,F ,,,,,,,,,,,,,,,,,,,
505,,Turni,F Σ ,,(sed ad A. 7.715 Venetiam Aeneae esse dicit Servius),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,est scutorum,Σ ,,,,scutorum est,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,curvata,F Σ,Isid.,,,turbata,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,testudinis(1),F Σ,Isid.,,,om.,Dan.,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,Sallustius vel sall. vel sallus.,F Σ ,,,,et Sallustius,,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,erici,N,Non.,,,ericii vel aricii,Eh1 ,,,irici,F Γ ,,,iricii,Δ γ,Isid.,,irci,Pa ,cod. C Isidori,,hirci,Pc W ,familia BA  Nonii,,,,,,,,,,
505,,Clazomenius,,Dan.,"(=Diod., Plin.)",,clazamenus,T ,,,clazememur,F ,,,,,,,,,,,,,,,,,,,,,,,
505,,arietis repertor,F ,,,,arietes repertor,F,,,repertor arietis,T ,,,,,,,,,,,,,,,,,,,,,,,
505,,scuta aerea,,Schoell,(Thilo in app.),,scuta,T ,,,stauera,F,,fort. scuta vero,,,,,,,,,,,,,,,,,,,,,
505,,trachicum,T ,,,,ethraci,cum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,dicitur invenisse,F ,,,,repperisse dicitur,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,curvum,T ,,,,currum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,inventam,T ,,,,inventa,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,dixerunt,F ,,,,dicunt,T ,,(quod Compilator debuit),,,,,,,,,,,,,,,,,,,,,,,,,
506,,FOSSAS INPLERE,F Δ γ W ,,,,Flossas et,Q [Γ ],,,Fossas et implere,Pa Pc N U ,,,,,,,,,,,,,,,,,,,,,,,
506,,accedatur,Δ °,,,,accendatur,F ,,,accedantur,Q U ,,,,,,,,,,,,,,,,,,,,,,,
506,,murum,F θ Γ ,,,,morum,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,possumus,Σ ,,,,possimus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,etiam,F Δ γ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,CONTRA,F Δ Pa Pc γ W ,,,,Fossa,Q [Γ ],,,Fossas,N U ,,,,,,,,,,,,,,,,,,,,,,,
509,,subiectos,F Δ ,,,,subiecto,Γ ,,,sublectos,W ,,,,,,,,,,,,,,,,,,,,,,,
509,,iacitur ... (511) omnibus,F Δ Pa Pc γ W,,,,iactibus,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,MVROS,F Pa Pc ,,,,m.,Δ W ,,,om.,γ ,,,loc. om.,Γ ,,,,,,,,,,,,,,,,,,,
511,,D. B.,Δ Q ,,,,om.,F Pa Pc γ ,,,loc.,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,
511,,in rebus omnibus,F Pa Pc ,,,,ñ omnibus,J W [Δ ],,,nominibus,E Y ,,,in omnibus,θ ,,,in hominibus,Eh2 Pb ,,,in hominibus,Eh2 Pb,,,loc. om.,Γ ,,,,,,,
511,,plurimum,F Σ ,,,,pluribus,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,VOLVEBANT,Σ ,,,,volvebat,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,PONDERE,F γ ,,,,p.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,est(1),,Dan.,,,est subter,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,sub,,Masv.,,,subter,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,NEC,Σ ,,,,Ne,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,TEGMINA ... TEGMINA,F Δ Pa Pc ,,,,tegmina ... testudinem,γ ,,,tegmina,Γ ,,,,,,,,,,,,,,,,,,,,,,,
517,,hic,F Pa Pc Pb ,,,,hinc,Δ E ,,,loc. om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,
517,,defesso,F Δ Pa Pc γ W ,,,,defenso,Q N [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,cratem,Σ ,,,,gratem,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,continuis cesserunt,F Ah2 °,,,,continuisse esserunt,Q ,,,continuisse cesserunt,Δ ,,,,,,,,,,,,,,,,,,,,,,,
517,,ictibus,Σ ,,,,actibus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,ipse,Σ ,,,,hoc est ipse,(=DS) F ,,,id est ipse,T ,,,,,,,,,,,,,,,,,,,,,,,
521,,Tydides,F ,,,,tytides,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,PRECOR,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,rectum ... (605) venatv,F Σ ,,deficit J perdito uno folio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,primo,F Σ ,,,,primos,E Y ,,,prima,Pa ,,,,,,,,,,,,,,,,,,,,,,,
525,,labori,F Δ Pa Pc Pb ,,,,a labori,Q ,,,labores,E Y ,,,,,,,,,,,,,,,,,,,,,,,
528,,ORAS,F A Γ ,,,,CRAS,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,narrate,Σ ,,,,narrante,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,initia,F Δ °,,,,inimicitia,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,qui,F ,,,,quis,,,Ennius secundum Quint. Macr.,,,,,,,,,,,,,,,,,,,,,,,,,
530,,ERAT,Σ ,,,,erat uasto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,civitatum,F Δ °,,,,civitatem,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,hae,Ah2 Pa γ W ,,,,hac,F,,,haec,θ Γ ,,,,,,,,,,,,,,,,,,,,,,,
530,,fixae(2) ... domorum,Δ γ ,,,,"fixae, ut secundo ... domorum",Eh1 ,,,fixae ... secundo,Q N (U) [Γ ],,,Ufixae ... secundo,Q,,,om.,Pa Pc ,,hoc loco,fixae ... secundo meminit turres ... domorum,W,,post altos coll. (cf. app. ad altos),,,,,,,,,
530,,mobiles(2) ... duodecimo (XII),Δ γ ,,,,mobiles ut in ·ii·,τ [Γ ],,,om.,N U ,,,mobiles ut XII,W,,(cf. seqq.),,,,,,,,,,,,,,,,,
530,,mobiles(3) ... altas,(=DS) F ,,,,om.,,Dan.,(nam haec ex contaminatione de Servio invasisse videntur),,,,,,,,,,,,,,,,,,,,,,,,,
530,,meminit,(Σ ),,ante subdideratque,,om.,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,subdideratque,F θ ,,,,subsideratque,Q [Γ ],,,varie,°,,,,,,,,,,,,,,,,,,,,,,,
530,,instraverat,θ γ W ,,,,straverat,τ ,,,instauerat,N U ,,,intraverat,F ,,,,,,,,,,,,,,,,,,,
530,,altos,Σ ,,,,fixae ut item in ·ii· ... domorum,Pa,,post altos coll. (cf. app. sup. ad fixae ... domorum),fixae ut in ·ii· ... domorum,Pc,,post altos coll.,,,,,,,,,,,,,,,,,,,,,
531,,oportuno,,Masv.,,,oportuna,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,tot. schol.,F ,,hoc loco,,post (534) patulas,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,ope,Σ ,,,,ape,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,virium,Σ ,,,,virum,F E Y ,,,vinum,Pb ,,,,,,,,,,,,,,,,,,,,,,,
534,,TELA,F ,,,,om.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,QVAE  ... ventum,F Σ Pah2 ,,,,om.,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,PLVRIMA VENTO,F Pah2 γ ,,,,PLVRIMA V.,Δ Pc ,,,plurimum au,Q [Γ ],,,plurimum aut,σ ,,,plurima aut,W,,,,,,,,,,,,,,,
536,,et,F Σ ,,,,aut,σ ,,,uetet,E ,,,,,,,,,,,,,,,,,,,,,,,
537,,ADESIS,Σ ,,,,adesit,F ,,,adhesit,Pb Y,,,,,,,,,,,,,,,,,,,,,,,
537,,haesit et,,Murgia,,,hesitat,F ,,(sed cf. Serv. ad 762),,,,,,,,,,,,,,,,,,,,,,,,,
540,,corpore,F θ Γ ,,,,c.,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,non,Σ ,,,,Nam,F ,,(sic),,,,,,,,,,,,,,,,,,,,,,,,,
544,,procedit,Σ ,,,,praecedit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,Lycus elapsi,Σ ,,,,litus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,MAEONIO,A Γ ,,,,Maeonii,F ,,,Moenio,O ,,,,,,,,,,,,,,,,,,,,,,,
546,,est(1),θ Γ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,cognominem,Σ ,,,,cognomine,F σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,quia ... intellegimus,F Σ Wh2 ,,,,om.,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,patris,Σ ,,,,patri,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,intellegimus,F Pah2 ,,,,intellegamus,θ Γ ,,(sed cf. Serv. ad 362),,,,,,,,,,,,,,,,,,,,,,,,,
547,,TROIAM ... ARMIS,F ,,,,t. m. a.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,fato,Σ ,,,,facto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,quia(1) ... vetabatur,(=DS) Pc ,,,,qui ... vetabatur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,diutius,Pc ,,,,deutius,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,sed,Σ ,,,,melius,F ,,(sic),,,,,,,,,,,,,,,,,,,,,,,,,
547,,lege militari,Δ °,,,,legebatur milita militare,F ,,,longe militori,Q ,,,,,,,,,,,,,,,,,,,,,,,
547,,intellegimus,F Γ ,,,,intellegamus,θ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,quia(2),F Δ ,,,,qua,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,militia,F Ah2 Γ ,,,,malitia,θ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,Deiotariana,Δ Pa Pc γ Wh2 ,,,,deiatariana,F ,,,denotariana,Q ,,,delotariana,σ ,,,,,,,,,,,,,,,,,,,
547,,Caesari,Σ ,,,,casari,F ,,,caescari,Pb ,,,cesa,N ,,,,,,,,,,,,,,,,,,,
547,,sane,Σ ,,,,se,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,numquam,F Σ,Isid.,,,om.,Ah1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,post,Σ,Isid.,,,post o,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,fuit urbs Roma,F Σ ,,,,fuissent Romani,,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,ut,Σ,Isid.,,,aut,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,quidem,Σ,Isid.,,,quidam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,levis levis,,Thilo*,,,leuis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,est(2),F ,seclusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,stricto,T ,,,,structa,F ,,(sic),,,,,,,,,,,,,,,,,,,,,,,,,
548,,PARMAQVE,Σ ,,,,Palmaque,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,picta,T ,,,,puto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,pardum significari,T ,,,,perdum significare,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,LONGE,Σ ,,,,om.,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,INTERimunt,F Σ ,,,,iter,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,fluvio ... amoeno,F θ ,,,,fluvio,t.,,,a.,Γ ,,,flumina nota,γ ,,,,,,,,,,,,,,,,,,,
558,,PRENDERE,Γ ,,,,Praetendere,F,,,PENDERE,θ ,,,,,,,,,,,,,,,,,,,,,,,
558,,SAXA,F Δ Pa E N ,,,,saxu,Q Pb ,,,tecta,W ,Verg.,,,,,,,,,,,,,,,,,,,,,,
558,,ad,F Δ °,,,,om.,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,tantum,Δ °,,,,om.,F Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,umeris,F Δ Pah2 γ σ ,,,,umeri,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,celeritatem,F Δ °,,,,caelaritatem,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,qui,Σ ,,,,quia,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,missum ... telum,F Σ Wh2 ,,,,om.,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,emissum,F ,Stat.,,,missum,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,conprendere telum,F Ah2 ,,,,conprehendere telum,θ Γ ,,,comprehenderet,N ,,,deprendere telum,,Stat.,,,,,,,,,,,,,,,,,,
562,,in verbo,F θ Γ ,,,,vellit in uerbo,Pa Pc ,,,verbum,W ,,,,,,,,,,,,,,,,,,,,,,,
562,,vello,F θ γ σ ,,,,om.,τ ,,,velli,Ah2 ,,,,,,,,,,,,,,,,,,,,,,,
564,,quia,Σ ,,,,qui,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,aquila(1),Σ ,,,,om.,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,Iovi,Σ ,,,,aquila iovi,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,cum patre Saturno,Σ ,,,,cum patrem saturnum,F ,,,contra patrem saturno,N U ,,,,,,,,,,,,,,,,,,,,,,,
564,,contentionem,Σ ,,,,contentione,F N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,ad,Σ ,,,,id,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,fictum,F A °,,,,factum,O Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,ministraret,F Γ ,,,,ministraverit,Δ ,,,ministra///ret,Pa ,,,ministrarit,W ,,,ministrari,N ,,,,,,,,,,,,,,,
564,,augurio,Σ ,,,,auguribus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,aquilae(2),θ Γ ,,,,aquila,F Pc ,,,om.,,Isid.,,,,,,,,,,,,,,,,,,,,,,
564,,militum,θ Γ,Isid.,,,militaria,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,signa,F Σ ,,,,signis,,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,comitentur,θ Γ ,,,,comitetur,F Pc ,,,committeretur,,Isid.,,,,,,,,,,,,,,,,,,,,,,
565,,qui requiritur,T Σ Pbh2 ,,,,qui queritur,F ,,,quaeritur,γ ,,,,,,,,,,,,,,,,,,,,,,,
565,,habet,F ,,,,habuit,θ Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,protysteron,F Σ ,,,,proisteron,E Y ,,,ysteroproteron,Ah2 Pb σ ,,,,,,,,,,,,,,,,,,,,,,,
565,,ποθητόν,,Dan.,,,ποθcτον,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,Marti dedicatus,Σ ,,,,marte dicatus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,conplent,F,,,,c.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,rei,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,repleri,F Σ,Isid.,,,re impleri,O ,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,LVCETIVM,Σ ,,,,Lucetum subeuntem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,in nullo alio,Σ ,,,,a nullo alio,F ,,,om.,γ ,,,,,,,,,,,,,,,,,,,,,,,
570,,reperitur,F Pc Yh2 W ,,,,repperitur,F Pc Yh2 W,,,reperiatur,θ γ ,,,reperiebatur,Γ ,,,repperiebatur,Γ,,,,,,,,,,,,,,,
570,,Lucetius,F Σ ,,,,lucretius,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,hominibus dicitur,Σ ,,,,dicitur,hominibus,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,est(3),F Σ ,,,,est enim,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,diei,Σ ,"Gell., Macr.",,,dies,F ,Varro,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,TVRNVS ITYN,Δ γ σ ,,,,turnus sytin,τ ,,,ytin,F ,,,,,,,,,,,,,,,,,,,,,,,
573,,in iteratione,F Σ ,,,,iteratione,Pb ,,,iteratio,N U ,,,,,,,,,,,,,,,,,,,,,,,
575,,turres,Σ ,,,,turrem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,Themillae,F Δ γ σ ,,,,them. f. illae,Q ,,,Themillae facit,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,
576,,unde et strinxerat,Ah2 Γ ,,,,ut extrinxerat,F ,,,unde et extrinxerat,Δ ,,,unde et xtrinxerat,Pb ,,,,,,,,,,,,,,,,,,,
576,,paululum,Σ ,,,,paulum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,vulneraverat,F Ah2 Γ ,,,,vulnerarat,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,magno,Σ ,,,,magnos,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
